datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m/s),surface_solar_radiation (W/m^2)
2022-07-27 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.61,2.68,452.09
2022-07-27 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.27,2.65,422.48
2022-07-27 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.48,2.28,393.62
2022-07-27 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.39,2.05,340.38
2022-07-27 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.89,2.10,332.40
2022-07-27 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.94,1.92,326.91
2022-07-27 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.24,1.62,200.64
2022-07-27 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.49,1.15,81.84
2022-07-27 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.75,1.21,31.65
2022-07-27 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.20,1.31,1.73
2022-07-27 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.34,1.39,0.00
2022-07-27 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.14,1.33,0.00
2022-07-27 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.90,1.49,0.00
2022-07-28 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.60,1.62,0.00
2022-07-28 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.68,1.74,0.00
2022-07-28 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.52,1.95,0.00
2022-07-28 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.64,2.19,0.80
2022-07-28 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.41,2.57,37.31
2022-07-28 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.26,3.00,119.50
2022-07-28 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.86,2.86,235.62
2022-07-28 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.76,2.26,394.93
2022-07-28 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.32,1.89,521.03
2022-07-28 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.16,2.12,627.86
2022-07-28 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.60,2.79,695.96
2022-07-28 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.23,2.82,753.61
2022-07-28 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.63,2.51,707.90
2022-07-28 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.91,2.55,552.23
2022-07-28 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.07,2.60,483.55
2022-07-28 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.22,2.72,439.62
2022-07-28 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.05,2.67,261.00
2022-07-28 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.70,2.27,203.59
2022-07-28 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.43,1.86,113.77
2022-07-28 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.68,1.26,37.80
2022-07-28 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.74,0.94,1.55
2022-07-28 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.91,1.14,0.00
2022-07-28 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.37,1.00,0.00
2022-07-28 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.58,1.06,0.00
2022-07-29 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.79,1.48,0.00
2022-07-29 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.04,1.70,0.00
2022-07-29 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.86,1.42,0.00
2022-07-29 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.29,1.05,0.57
2022-07-29 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.76,0.82,38.18
2022-07-29 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.45,0.73,123.59
2022-07-29 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.10,0.08,258.19
2022-07-29 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.88,0.33,407.73
2022-07-29 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.21,0.46,524.75
2022-07-29 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.64,0.53,558.88
2022-07-29 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.25,0.97,512.13
2022-07-29 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.87,0.94,474.61
2022-07-29 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.12,1.04,468.41
2022-07-29 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.91,1.16,483.65
2022-07-29 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.97,0.99,418.54
2022-07-29 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.95,0.67,407.15
2022-07-29 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.80,0.46,322.90
2022-07-29 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.01,1.08,225.85
2022-07-29 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.61,1.98,151.05
2022-07-29 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.02,2.74,41.29
2022-07-29 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.64,3.31,1.64
2022-07-29 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.14,3.26,0.00
2022-07-29 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.65,3.40,0.00
2022-07-29 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.81,3.14,0.00
2022-07-30 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.98,2.94,0.00
2022-07-30 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.67,2.89,0.00
2022-07-30 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.02,2.62,0.00
2022-07-30 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.55,2.60,0.38
2022-07-30 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.01,2.41,40.10
2022-07-30 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.13,1.98,138.89
2022-07-30 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.44,1.33,262.97
2022-07-30 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.86,1.05,373.91
2022-07-30 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.69,1.22,493.82
2022-07-30 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.83,1.67,564.73
2022-07-30 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,23.31,2.15,549.35
2022-07-30 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,23.83,2.42,583.05
2022-07-30 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,24.10,2.36,501.11
2022-07-30 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,24.01,2.18,487.87
2022-07-30 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,24.19,2.23,461.42
2022-07-30 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,23.89,2.23,305.50
2022-07-30 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,23.44,1.86,225.02
2022-07-30 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,23.24,1.94,200.54
2022-07-30 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.08,2.17,132.49
2022-07-30 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.24,2.65,46.80
2022-07-30 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.00,3.22,1.15
2022-07-30 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.75,3.31,0.00
2022-07-30 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.05,3.10,0.00
2022-07-30 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.92,2.78,0.00
2022-07-31 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.77,2.46,0.00
2022-07-31 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.99,2.14,0.00
2022-07-31 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.36,2.05,0.00
2022-07-31 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.21,2.24,0.20
2022-07-31 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.42,2.58,35.69
2022-07-31 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.09,2.33,124.89
2022-07-31 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.57,1.53,241.39
2022-07-31 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.56,1.30,255.35
2022-07-31 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.16,1.29,310.59
2022-07-31 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.43,1.38,349.70
2022-07-31 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.89,0.81,390.02
2022-07-31 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,23.48,0.42,420.34
2022-07-31 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,24.37,0.53,594.42
2022-07-31 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,24.23,0.86,511.86
2022-07-31 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,24.09,1.06,393.49
2022-07-31 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,23.92,0.52,346.19
2022-07-31 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,23.87,0.76,247.91
2022-07-31 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,23.15,1.39,157.13
2022-07-31 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.87,2.06,90.09
2022-07-31 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.84,2.93,33.40
2022-07-31 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.83,3.69,0.74
2022-07-31 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.97,4.15,0.00
2022-07-31 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.04,4.01,0.00
2022-07-31 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.24,3.52,0.00
2022-08-01 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.66,3.44,0.00
2022-08-01 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.58,3.23,0.00
2022-08-01 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.42,2.78,0.00
2022-08-01 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.29,2.54,0.07
2022-08-01 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.85,2.48,18.40
2022-08-01 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.01,2.05,65.12
2022-08-01 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.83,1.91,140.25
2022-08-01 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.87,1.89,86.56
2022-08-01 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.62,2.01,184.50
2022-08-01 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.70,2.27,324.29
2022-08-01 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.96,2.51,309.97
2022-08-01 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.53,3.06,394.36
2022-08-01 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.60,3.17,321.42
2022-08-01 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.90,3.11,238.72
2022-08-01 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.85,3.05,319.21
2022-08-01 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.87,3.23,385.34
2022-08-01 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.99,3.19,271.07
2022-08-01 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.06,3.07,218.23
2022-08-01 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.01,2.59,105.28
2022-08-01 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.37,1.96,32.13
2022-08-01 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.45,2.58,0.54
2022-08-01 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.20,3.17,0.00
2022-08-01 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.05,3.69,0.00
2022-08-01 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.16,3.44,0.00
2022-08-02 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.11,2.65,0.00
2022-08-02 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.63,2.47,0.00
2022-08-02 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.31,2.56,0.00
2022-08-02 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.49,2.25,0.03
2022-08-02 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.35,2.02,26.75
2022-08-02 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.42,1.58,103.52
2022-08-02 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.51,1.41,188.59
2022-08-02 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.74,1.98,241.51
2022-08-02 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.09,1.96,336.53
2022-08-02 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.33,1.94,485.98
2022-08-02 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.18,2.05,529.69
2022-08-02 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.41,2.08,464.39
2022-08-02 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.03,2.69,439.88
2022-08-02 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.95,2.55,617.86
2022-08-02 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.11,3.20,578.05
2022-08-02 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.00,3.00,466.40
2022-08-02 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.69,2.54,343.87
2022-08-02 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.73,2.30,178.35
2022-08-02 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.63,2.07,58.36
2022-08-02 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.18,1.39,12.18
2022-08-02 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.19,1.60,0.07
2022-08-02 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.25,3.26,0.00
2022-08-02 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.06,3.54,0.00
2022-08-02 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.89,3.62,0.00
2022-08-03 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.11,3.73,0.00
2022-08-03 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.66,3.76,0.00
2022-08-03 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.18,3.55,0.00
2022-08-03 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.65,3.57,0.00
2022-08-03 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.12,3.64,11.72
2022-08-03 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.98,3.41,54.29
2022-08-03 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.90,3.32,131.79
2022-08-03 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.02,3.73,255.43
2022-08-03 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.82,4.67,344.43
2022-08-03 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.51,4.37,418.60
2022-08-03 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.23,4.09,330.44
2022-08-03 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.90,4.93,250.05
2022-08-03 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,23.97,4.25,292.81
2022-08-03 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,25.59,4.51,363.56
2022-08-03 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,25.61,4.71,297.47
2022-08-03 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,25.58,4.24,293.81
2022-08-03 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,24.84,4.01,266.58
2022-08-03 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,23.42,4.24,128.62
2022-08-03 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.63,3.64,81.92
2022-08-03 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.04,3.33,13.78
2022-08-03 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.12,3.54,0.13
2022-08-03 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.52,3.58,0.00
2022-08-03 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.50,3.92,0.00
2022-08-03 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.76,3.66,0.00
2022-08-04 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.00,3.40,0.00
2022-08-04 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.89,3.21,0.00
2022-08-04 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.19,2.98,0.00
2022-08-04 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.71,3.10,0.00
2022-08-04 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.05,3.27,24.63
2022-08-04 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.88,3.36,93.33
2022-08-04 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.96,3.43,171.80
2022-08-04 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.88,3.54,334.70
2022-08-04 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.91,3.30,455.58
2022-08-04 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,23.23,2.90,557.13
2022-08-04 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,25.20,2.20,649.98
2022-08-04 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,26.57,2.66,622.47
2022-08-04 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,27.50,3.72,601.80
2022-08-04 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,28.01,3.26,517.21
2022-08-04 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,28.38,3.15,406.68
2022-08-04 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,27.71,3.40,271.22
2022-08-04 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,26.80,3.58,315.26
2022-08-04 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,24.41,2.01,171.64
2022-08-04 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.43,1.29,99.95
2022-08-04 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.17,1.62,24.34
2022-08-04 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.47,2.41,0.06
2022-08-04 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.02,2.65,0.00
2022-08-04 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.59,1.53,0.00
2022-08-04 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.83,1.00,0.00
2022-08-05 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.01,0.96,0.00
2022-08-05 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.32,0.82,0.00
2022-08-05 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.18,0.71,0.00
2022-08-05 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.46,0.53,0.00
2022-08-05 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.42,0.49,7.94
2022-08-05 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.27,1.28,54.81
2022-08-05 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.21,1.68,115.26
2022-08-05 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.11,1.51,194.31
2022-08-05 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.84,1.66,283.34
2022-08-05 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.09,1.75,362.58
2022-08-05 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.87,2.17,142.71
2022-08-05 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.94,1.22,62.46
2022-08-05 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.63,1.99,40.34
2022-08-05 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.31,1.22,75.71
2022-08-05 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.25,1.54,65.97
2022-08-05 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.08,2.39,74.25
2022-08-05 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.25,3.02,130.68
2022-08-05 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.09,3.69,139.58
2022-08-05 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.63,3.18,105.23
2022-08-05 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.80,3.11,12.51
2022-08-05 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.61,4.02,0.01
2022-08-05 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.68,4.79,0.00
2022-08-05 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.98,4.99,0.00
2022-08-05 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.21,4.45,0.00
2022-08-06 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.60,4.69,0.00
2022-08-06 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.38,4.91,0.00
2022-08-06 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.22,4.80,0.00
2022-08-06 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.19,4.73,0.00
2022-08-06 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.83,4.97,24.36
2022-08-06 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.26,5.52,118.32
2022-08-06 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.57,6.28,245.51
2022-08-06 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.60,6.26,374.65
2022-08-06 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.80,6.60,494.97
2022-08-06 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.93,6.66,589.81
2022-08-06 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.79,6.21,565.95
2022-08-06 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.30,6.10,587.23
2022-08-06 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.70,6.04,600.23
2022-08-06 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.71,6.21,615.31
2022-08-06 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.72,6.15,522.32
2022-08-06 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.83,6.09,473.24
2022-08-06 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.30,5.37,324.27
2022-08-06 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.69,4.41,210.00
2022-08-06 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.80,3.99,113.51
2022-08-06 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.12,3.68,24.98
2022-08-06 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.57,3.47,0.00
2022-08-06 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.97,3.55,0.00
2022-08-06 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.66,3.49,0.00
2022-08-06 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.95,3.62,0.00
2022-08-07 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.36,3.69,0.00
2022-08-07 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.82,3.69,0.00
2022-08-07 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.74,3.56,0.00
2022-08-07 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.35,3.63,0.00
2022-08-07 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.93,3.76,21.21
2022-08-07 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.65,3.68,108.02
2022-08-07 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.24,4.81,225.42
2022-08-07 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.68,4.72,344.27
2022-08-07 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.73,4.74,430.11
2022-08-07 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.50,4.83,504.02
2022-08-07 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.06,5.15,506.82
2022-08-07 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.28,4.84,452.86
2022-08-07 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.52,4.73,447.37
2022-08-07 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.46,4.82,445.18
2022-08-07 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.82,4.60,436.14
2022-08-07 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.35,4.47,287.15
2022-08-07 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.48,4.23,168.31
2022-08-07 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.94,3.90,163.03
2022-08-07 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.92,3.37,85.93
2022-08-07 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.41,2.99,13.03
2022-08-07 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.56,2.70,0.00
2022-08-07 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.72,2.53,0.00
2022-08-07 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.16,2.38,0.00
2022-08-07 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.71,2.39,0.00
2022-08-08 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.29,2.37,0.00
